EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1148.0,28.0,0.0,Travel_Rarely,760.0,Sales,2.0,4,Marketing,1.0,2,Female,81.0,3.0,2,Sales Executive,2,Married,4779.0,3698.0,1,Y,Yes,20.0,4,1,80.0,0,8.0,2,3,8.0,7.0,7.0,5.0
1149.0,42.0,0.0,Travel_Rarely,462.0,Sales,14.0,2,Medical,1.0,3,Female,68.0,2.0,2,Sales Executive,3,Single,6244.0,7824.0,7,Y,No,17.0,3,1,80.0,0,10.0,6,3,5.0,4.0,2.220446049250313e-16,3.0
1151.0,29.0,1.0,Travel_Rarely,992.0,Research & Development,1.0,3,Technical Degree,1.0,3,Male,85.0,3.0,1,Research Scientist,3,Single,2058.0,19757.0,0,Y,No,14.0,3,4,80.0,0,7.0,1,2,6.0,2.0,1.0,5.0
1153.0,29.0,0.0,Travel_Rarely,942.0,Research & Development,15.0,1,Life Sciences,1.0,2,Female,69.0,1.0,1,Research Scientist,4,Married,2168.0,26933.0,0,Y,Yes,18.0,3,1,80.0,1,6.0,2,2,5.0,4.0,1.0,3.0
1154.0,47.0,0.0,Travel_Rarely,703.0,Sales,14.0,4,Marketing,1.0,4,Male,42.0,3.0,2,Sales Executive,1,Single,4960.0,11825.0,2,Y,No,12.0,3,4,80.0,0,20.0,2,3,7.0,7.0,1.0,7.0
1155.0,32.0,0.0,Travel_Frequently,116.0,Research & Development,13.0,3,Other,1.0,3,Female,77.0,2.0,1,Laboratory Technician,2,Married,2743.0,7331.0,1,Y,No,20.0,4,3,80.0,1,2.0,2,3,2.0,2.0,2.0,2.0
1156.0,24.0,1.0,Travel_Rarely,1448.0,Sales,1.0,1,Technical Degree,1.0,1,Female,62.0,3.0,1,Sales Representative,2,Single,3202.0,21972.0,1,Y,Yes,16.0,3,2,80.0,0,6.0,4,3,5.0,3.0,1.0,4.0
1157.0,34.0,0.0,Travel_Rarely,404.0,Research & Development,2.0,4,Technical Degree,1.0,3,Female,98.0,3.0,2,Healthcare Representative,4,Single,6687.0,6163.000000000001,1,Y,No,11.0,3,4,80.0,0,14.0,2,4,14.0,11.0,4.0,11.0
1158.0,37.0,0.0,Travel_Rarely,799.0,Research & Development,1.0,3,Technical Degree,1.0,2,Female,59.0,3.0,3,Manufacturing Director,4,Single,7491.0,23848.0,4,Y,No,17.0,3,4,80.0,0,12.0,3,4,6.0,5.0,1.0,2.0
1159.0,32.0,0.0,Non-Travel,976.0,Sales,26.0,4,Marketing,1.0,3,Male,100.0,3.0,2,Sales Executive,4,Married,4465.0,12069.0,0,Y,No,18.0,3,1,80.0,0,4.0,2,3,3.0,2.0,2.0,2.0
1160.0,27.0,0.0,Travel_Rarely,1130.0,Sales,8.0,4,Marketing,1.0,2,Female,56.0,3.0,2,Sales Executive,2,Married,6214.0,3415.0,1,Y,No,18.0,3,1,80.0,1,8.0,3,3,8.0,7.0,2.220446049250313e-16,7.0
1162.0,42.0,0.0,Travel_Rarely,269.0,Research & Development,2.0,3,Medical,1.0,4,Female,56.0,2.0,1,Laboratory Technician,1,Divorced,2593.0,8007.0,0,Y,Yes,11.0,3,3,80.0,1,10.0,4,3,9.0,6.0,7.0,8.0
1164.0,38.0,0.0,Travel_Rarely,243.0,Sales,7.0,4,Marketing,1.0,4,Female,46.0,2.0,2,Sales Executive,4,Single,4028.0,7791.0,0,Y,No,20.0,4,1,80.0,0,8.0,2,3,7.0,7.0,2.220446049250313e-16,5.0
1166.0,49.0,0.0,Travel_Rarely,1091.0,Research & Development,1.0,2,Technical Degree,1.0,3,Female,90.0,2.0,4,Healthcare Representative,3,Single,13964.0,17810.0,7,Y,Yes,12.0,3,4,80.0,0,25.0,2,3,7.0,1.0,2.220446049250313e-16,7.0
1168.0,34.0,0.0,Travel_Rarely,216.0,Sales,1.0,4,Marketing,1.0,2,Male,75.0,4.0,2,Sales Executive,4,Divorced,9725.0,12278.0,0,Y,No,11.0,3,4,80.0,1,16.0,2,2,15.0,1.0,2.220446049250313e-16,9.0
1170.0,40.0,0.0,Travel_Frequently,580.0,Sales,5.0,4,Life Sciences,1.0,4,Male,48.0,2.0,3,Sales Executive,1,Married,10475.0,23772.0,5,Y,Yes,21.0,4,3,80.0,1,20.0,2,3,18.0,13.0,1.0,12.0
1171.0,38.0,0.0,Travel_Frequently,1490.0,Research & Development,2.0,2,Life Sciences,1.0,4,Male,42.0,3.0,1,Laboratory Technician,4,Married,1702.0,12106.0,1,Y,Yes,23.0,4,3,80.0,1,1.0,3,3,1.0,0.0,2.220446049250313e-16,0.0
1172.0,27.0,0.0,Non-Travel,443.0,Research & Development,3.0,3,Medical,1.0,4,Male,50.0,3.0,1,Research Scientist,4,Married,1706.0,16571.0,1,Y,No,11.0,3,3,80.0,3,0.0,6,2,8.881784197001252e-16,0.0,2.220446049250313e-16,0.0
1174.0,38.0,0.0,Non-Travel,1327.0,Sales,2.0,2,Life Sciences,1.0,4,Male,39.0,2.0,2,Sales Executive,4,Married,5249.0,19682.0,3,Y,No,18.0,3,4,80.0,1,13.0,0,3,8.0,7.0,7.0,5.0
1175.0,47.0,0.0,Travel_Rarely,1482.0,Research & Development,5.0,5,Life Sciences,1.0,4,Male,42.0,3.0,5,Research Director,3,Married,17490.875,16375.0,4,Y,No,11.0,3,2,80.0,1,21.0,2,3,3.0,2.0,1.0,1.0
1176.0,38.0,0.0,Travel_Rarely,1084.0,Research & Development,29.0,3,Technical Degree,1.0,4,Male,54.0,3.0,2,Manufacturing Director,4,Married,6261.0,4185.0,3,Y,No,18.0,3,1,80.0,1,9.0,3,1,7.0,7.0,1.0,7.0
1177.0,30.0,0.0,Travel_Rarely,438.0,Research & Development,18.0,3,Life Sciences,1.0,1,Female,75.0,3.0,1,Research Scientist,3,Single,2632.0,23910.0,1,Y,No,14.0,3,3,80.0,0,5.0,4,2,5.0,4.0,2.220446049250313e-16,4.0
1178.0,28.0,0.0,Travel_Frequently,773.0,Research & Development,6.0,3,Life Sciences,1.0,3,Male,39.0,2.0,1,Research Scientist,3,Divorced,2703.0,22088.0,1,Y,Yes,14.0,3,4,80.0,1,3.0,2,3,3.0,1.0,2.220446049250313e-16,2.0
1179.0,27.0,0.0,Travel_Rarely,798.0,Research & Development,6.0,4,Medical,1.0,1,Female,66.0,2.0,1,Research Scientist,3,Divorced,2187.0,5013.0,0,Y,No,12.0,3,3,80.0,2,6.0,5,2,5.0,3.0,2.220446049250313e-16,3.0
1180.0,46.0,0.0,Travel_Rarely,991.0,Human Resources,1.0,2,Life Sciences,1.0,4,Female,44.0,3.0,1,Human Resources,1,Single,3423.0,22957.0,6,Y,No,12.0,3,3,80.0,0,10.0,3,4,7.0,6.0,5.0,7.0
1181.0,40.0,1.0,Non-Travel,1479.0,Sales,24.0,3,Life Sciences,1.0,2,Female,100.0,4.0,4,Sales Executive,2,Single,13194.0,17071.0,4,Y,Yes,16.0,3,4,80.0,0,22.0,2,2,1.0,0.0,2.220446049250313e-16,0.0
1182.0,55.0,0.0,Travel_Rarely,282.0,Research & Development,2.0,2,Medical,1.0,4,Female,58.0,1.0,5,Manager,3,Married,17490.875,6992.0,4,Y,No,14.0,3,4,80.0,1,23.0,5,3,18.0,9.0,7.499999999999999,11.0
1183.0,26.0,0.0,Travel_Rarely,1349.0,Research & Development,23.0,3,Life Sciences,1.0,1,Female,90.0,3.0,1,Research Scientist,4,Divorced,2886.0,3032.0,1,Y,No,22.0,4,2,80.0,2,3.0,3,1,3.0,2.0,2.220446049250313e-16,2.0
1184.0,35.0,0.0,Travel_Frequently,636.0,Research & Development,4.0,4,Other,1.0,4,Male,47.0,2.0,1,Laboratory Technician,4,Married,2376.0,26537.0,1,Y,No,13.0,3,2,80.0,1,2.0,2,4,2.0,2.0,2.0,2.0
1185.0,42.0,0.0,Travel_Rarely,622.0,Research & Development,2.0,4,Life Sciences,1.0,3,Female,81.0,3.0,2,Healthcare Representative,4,Married,4089.0,5718.0,1,Y,No,13.0,3,2,80.0,2,10.0,4,3,10.0,2.0,2.0,2.0
1186.0,40.0,0.0,Travel_Rarely,107.0,Sales,10.0,3,Technical Degree,1.0,2,Female,84.0,2.0,2,Sales Executive,2,Divorced,6852.0,11591.0,7,Y,No,12.0,3,2,80.0,1,7.0,2,4,5.0,1.0,1.0,3.0
1187.0,19.0,0.0,Travel_Rarely,1181.0,Research & Development,3.0,1,Medical,1.0,2,Female,79.0,3.0,1,Laboratory Technician,2,Single,1483.0,16102.0,1,Y,No,14.0,3,4,80.0,0,1.0,3,3,1.0,0.0,2.220446049250313e-16,0.0
1189.0,39.0,1.0,Non-Travel,592.0,Research & Development,2.0,3,Life Sciences,1.0,1,Female,54.0,2.0,1,Laboratory Technician,1,Single,3646.0,17181.0,2,Y,Yes,23.0,4,2,80.0,0,11.0,2,4,1.0,0.0,2.220446049250313e-16,0.0
1191.0,49.0,0.0,Travel_Rarely,1490.0,Research & Development,7.0,4,Life Sciences,1.0,3,Male,35.0,3.0,3,Healthcare Representative,2,Divorced,10466.0,20948.0,3,Y,No,14.0,3,2,80.0,2,29.0,3,3,8.0,7.0,2.220446049250313e-16,7.0
1192.0,20.0,0.0,Travel_Rarely,959.0,Research & Development,1.0,3,Life Sciences,1.0,4,Female,83.0,2.0,1,Research Scientist,2,Single,2836.0,11757.0,1,Y,No,13.0,3,4,80.0,0,1.0,0,4,1.0,0.0,2.220446049250313e-16,0.0
1193.0,32.0,0.0,Travel_Rarely,906.0,Sales,7.0,3,Life Sciences,1.0,4,Male,91.0,2.0,2,Sales Executive,3,Married,5484.0,16985.0,1,Y,No,14.0,3,3,80.0,1,13.0,3,2,13.0,8.0,4.0,8.0
1194.0,36.0,0.0,Non-Travel,635.0,Sales,10.0,4,Medical,1.0,2,Male,32.0,3.0,3,Sales Executive,4,Single,9980.0,15318.0,1,Y,No,14.0,3,4,80.0,0,10.0,3,2,10.0,3.0,7.499999999999999,7.0
1195.0,43.0,0.0,Travel_Frequently,394.00000000000006,Sales,26.0,2,Life Sciences,1.0,3,Male,92.0,3.0,4,Manager,4,Married,16959.0,19494.0,1,Y,Yes,12.0,3,4,80.0,2,25.0,3,4,18.0,12.0,4.0,12.0
1196.0,26.0,0.0,Travel_Frequently,575.0,Research & Development,1.0,2,Life Sciences,1.0,1,Female,71.0,1.0,1,Laboratory Technician,4,Divorced,4364.0,5288.0,3,Y,No,14.0,3,1,80.0,1,5.0,2,3,2.0,2.0,2.0,0.0
1197.0,27.0,1.0,Travel_Rarely,1420.0,Sales,2.0,1,Marketing,1.0,3,Male,85.0,3.0,1,Sales Representative,1,Divorced,3041.0,16346.0,0,Y,No,11.0,3,2,80.0,1,5.0,3,3,4.0,3.0,2.220446049250313e-16,2.0
1198.0,42.0,0.0,Travel_Frequently,1474.0,Research & Development,5.0,2,Other,1.0,2,Male,97.0,3.0,1,Laboratory Technician,3,Married,2093.0,9260.0,4,Y,No,17.0,3,4,80.0,1,8.0,4,3,2.0,2.0,2.0,0.0
1199.0,34.0,0.0,Travel_Rarely,1326.0,Sales,3.0,3,Other,1.0,4,Male,81.0,1.0,2,Sales Executive,1,Single,4759.0,15891.0,3,Y,No,18.0,3,4,80.0,0,15.0,2,3,13.0,9.0,3.0,12.0
1200.0,55.0,1.0,Travel_Rarely,267.0,Sales,13.0,4,Marketing,1.0,1,Male,85.0,4.0,4,Sales Executive,3,Single,13695.0,9277.0,6,Y,Yes,17.0,3,3,80.0,0,24.0,2,2,18.0,7.0,3.0,8.0
1201.0,42.0,0.0,Travel_Rarely,1265.0,Research & Development,3.0,3,Life Sciences,1.0,3,Female,95.0,4.0,2,Laboratory Technician,4,Married,5231.0,23726.0,2,Y,Yes,13.0,3,2,80.0,1,17.0,1,2,5.0,3.0,1.0,3.0
1203.0,33.0,0.0,Travel_Frequently,970.0,Sales,7.0,3,Life Sciences,1.0,4,Female,30.0,3.0,2,Sales Executive,2,Married,4302.0,13401.0,0,Y,No,17.0,3,3,80.0,1,4.0,3,3,3.0,2.0,2.220446049250313e-16,2.0
1204.0,30.0,0.0,Travel_Rarely,1358.0,Research & Development,24.0,1,Life Sciences,1.0,4,Male,67.0,3.0,1,Laboratory Technician,3,Divorced,2693.0,13335.0,1,Y,No,22.0,4,2,80.0,1,1.0,2,3,1.0,0.0,2.220446049250313e-16,0.0
1205.0,35.0,0.0,Travel_Rarely,982.0,Research & Development,1.0,4,Medical,1.0,4,Male,58.0,2.0,1,Laboratory Technician,3,Married,2258.0,16340.0,6,Y,No,12.0,3,2,80.0,1,10.0,2,3,8.0,0.0,1.0,7.0
1206.0,42.0,0.0,Travel_Rarely,647.0,Sales,4.0,4,Marketing,1.0,2,Male,45.0,3.0,2,Sales Executive,1,Single,5155.0,2253.0,7,Y,No,13.0,3,4,80.0,0,9.0,3,4,6.0,4.0,1.0,5.0
1207.0,40.0,0.0,Travel_Frequently,1469.0,Research & Development,9.0,4,Medical,1.0,4,Male,35.0,3.0,1,Research Scientist,2,Divorced,3617.0,25063.0,8,Y,Yes,14.0,3,4,80.0,1,3.0,2,3,1.0,1.0,2.220446049250313e-16,0.0
1208.0,34.0,0.0,Travel_Rarely,304.00000000000006,Sales,2.0,3,Other,1.0,4,Male,60.0,3.0,2,Sales Executive,4,Single,6274.0,18686.0,1,Y,No,22.0,4,3,80.0,0,6.0,5,3,6.0,5.0,1.0,4.0
1209.0,50.0,0.0,Travel_Rarely,1099.0,Research & Development,29.0,4,Life Sciences,1.0,2,Male,88.0,2.0,4,Manager,3,Married,17046.0,9314.0,0,Y,No,15.0,3,2,80.0,1,28.0,2,3,18.0,10.0,7.499999999999999,7.0
1210.0,45.0,0.0,Travel_Rarely,1316.0,Research & Development,29.0,3,Medical,1.0,3,Male,83.0,3.0,1,Research Scientist,4,Single,3451.9999999999995,9752.0,5,Y,No,13.0,3,2,80.0,0,9.0,2,2,6.0,5.0,2.220446049250313e-16,3.0
1211.0,21.0,1.0,Travel_Rarely,156.0,Sales,12.0,3,Life Sciences,1.0,3,Female,90.0,4.0,1,Sales Representative,2,Single,2716.0,25422.0,1,Y,No,15.0,3,4,80.0,0,1.0,0,3,1.0,0.0,2.220446049250313e-16,0.0
1212.0,37.0,0.0,Travel_Rarely,1017.0,Research & Development,1.0,2,Medical,1.0,3,Female,83.0,2.0,1,Research Scientist,1,Married,3920.0,18697.0,2,Y,No,14.0,3,1,80.0,1,17.0,2,2,3.0,1.0,2.220446049250313e-16,2.0
1213.0,33.0,0.0,Travel_Frequently,508.0,Sales,10.0,3,Marketing,1.0,2,Male,46.0,2.0,2,Sales Executive,4,Single,4682.0,4317.0,3,Y,No,14.0,3,3,80.0,0,9.0,6,2,7.0,7.0,2.220446049250313e-16,1.0
1216.0,47.0,0.0,Travel_Rarely,202.0,Research & Development,2.0,2,Other,1.0,3,Female,33.0,3.0,4,Manager,4,Married,16752.0,12982.0,1,Y,Yes,11.0,3,3,80.0,1,26.0,3,2,18.0,14.0,3.0,0.0
1217.0,30.0,1.0,Travel_Frequently,448.0,Sales,12.0,4,Life Sciences,1.0,2,Male,74.0,2.0,1,Sales Representative,1,Married,2033.0,14470.0,1,Y,No,18.0,3,3,80.0,1,1.0,2,4,1.0,0.0,2.220446049250313e-16,0.0
1218.0,27.0,0.0,Travel_Rarely,608.0,Research & Development,1.0,2,Life Sciences,1.0,3,Female,68.0,3.0,3,Manufacturing Director,1,Married,7412.0,6009.0,1,Y,No,11.0,3,4,80.0,0,9.0,3,3,9.0,7.0,2.220446049250313e-16,7.0
1220.0,50.0,0.0,Non-Travel,881.0,Research & Development,2.0,4,Life Sciences,1.0,1,Male,98.0,3.0,4,Manager,1,Divorced,17490.875,4544.0,1,Y,No,11.0,3,4,80.0,1,31.0,3,3,18.0,6.0,7.499999999999999,7.0
1221.0,29.0,1.0,Travel_Rarely,805.0,Research & Development,1.0,2,Life Sciences,1.0,2,Female,36.0,2.0,1,Laboratory Technician,1,Married,2319.0,6689.0,1,Y,Yes,11.0,3,4,80.0,1,1.0,1,3,1.0,0.0,2.220446049250313e-16,0.0
1222.0,36.0,0.0,Travel_Rarely,329.0,Sales,16.0,4,Marketing,1.0,3,Female,98.0,2.0,2,Sales Executive,1,Married,5647.0,13494.0,4,Y,No,13.0,3,1,80.0,2,11.0,3,2,3.0,2.0,2.220446049250313e-16,2.0
1223.0,45.0,0.0,Travel_Rarely,1339.0,Research & Development,7.0,3,Life Sciences,1.0,2,Male,59.0,3.0,3,Research Scientist,1,Divorced,9724.0,18787.0,2,Y,No,17.0,3,3,80.0,1,25.0,2,3,1.0,0.0,2.220446049250313e-16,0.0
1224.0,50.0,1.0,Travel_Frequently,562.0,Sales,8.0,2,Technical Degree,1.0,2,Male,50.0,3.0,2,Sales Executive,3,Married,6796.0,23452.0,3,Y,Yes,14.0,3,1,80.0,1,18.0,4,3,4.0,3.0,1.0,3.0
1227.0,33.0,0.0,Travel_Frequently,827.0,Research & Development,1.0,4,Other,1.0,3,Female,84.0,4.0,2,Healthcare Representative,2,Married,5488.0,20161.0,1,Y,Yes,13.0,3,1,80.0,1,6.0,2,3,6.0,5.0,1.0,2.0
1228.0,46.0,0.0,Travel_Rarely,150.0,Research & Development,2.0,4,Technical Degree,1.0,4,Male,60.0,3.0,2,Manufacturing Director,4,Divorced,7379.0,17433.0,2,Y,No,11.0,3,3,80.0,1,12.0,3,2,6.0,3.0,1.0,4.0
1231.0,54.0,0.0,Travel_Rarely,397.0,Human Resources,19.0,4,Medical,1.0,3,Male,88.0,3.0,3,Human Resources,2,Married,10725.0,6729.0,2,Y,No,15.0,3,3,80.0,1,16.0,1,4,9.0,7.0,7.0,1.0
1232.0,47.0,0.0,Travel_Rarely,249.0,Sales,2.0,2,Marketing,1.0,3,Female,35.0,3.0,2,Sales Executive,4,Married,4537.0,17783.0,0,Y,Yes,22.0,4,1,80.0,1,8.0,2,3,7.0,6.0,7.0,7.0
1233.0,33.0,0.0,Travel_Rarely,1216.0,Sales,8.0,4,Marketing,1.0,3,Male,39.0,3.0,2,Sales Executive,3,Divorced,7104.0,20431.0,0,Y,No,12.0,3,4,80.0,0,6.0,3,3,5.0,0.0,1.0,2.0
1234.0,35.0,0.0,Travel_Rarely,607.0,Research & Development,9.0,3,Life Sciences,1.0,4,Female,66.0,2.0,3,Manufacturing Director,3,Married,10685.0,23457.0,1,Y,Yes,20.0,4,2,80.0,1,17.0,2,3,17.0,14.0,5.0,14.5
1235.0,39.0,0.0,Non-Travel,439.0,Research & Development,9.0,3,Life Sciences,1.0,3,Male,70.0,3.0,2,Laboratory Technician,2,Single,6782.0,8770.0,9,Y,No,15.0,3,3,80.0,0,9.0,2,2,5.0,4.0,2.220446049250313e-16,3.0
1236.0,38.0,0.0,Travel_Rarely,688.0,Research & Development,23.0,4,Life Sciences,1.0,4,Male,82.0,3.0,2,Healthcare Representative,4,Divorced,5745.0,18899.0,9,Y,No,14.0,3,2,80.0,1,10.0,2,3,2.0,2.0,1.0,2.0
1238.0,54.0,0.0,Travel_Rarely,1082.0,Sales,2.0,4,Life Sciences,1.0,3,Female,41.0,2.0,3,Sales Executive,3,Married,10686.0,8392.0,6,Y,No,11.0,3,2,80.0,1,13.0,4,3,9.0,4.0,7.0,0.0
1239.0,37.0,0.0,Travel_Rarely,1305.0,Research & Development,10.0,4,Life Sciences,1.0,3,Male,49.0,3.0,2,Manufacturing Director,2,Single,4197.0,21123.0,2,Y,Yes,12.0,3,4,80.0,0,18.0,2,2,1.0,0.0,2.220446049250313e-16,1.0
1240.0,20.0,0.0,Travel_Rarely,805.0,Research & Development,3.0,3,Life Sciences,1.0,1,Male,87.0,2.0,1,Laboratory Technician,3,Single,3033.0,12828.0,1,Y,No,12.0,3,1,80.0,0,2.0,2,2,2.0,2.0,1.0,2.0
1241.0,40.0,0.0,Travel_Frequently,720.0,Research & Development,16.0,4,Medical,1.0,1,Male,51.0,2.0,2,Laboratory Technician,3,Single,5094.0,11983.0,6,Y,No,14.0,3,4,80.0,0,10.0,6,3,1.0,0.0,2.220446049250313e-16,0.0
1242.0,51.0,0.0,Travel_Frequently,237.0,Sales,9.0,3,Life Sciences,1.0,4,Male,83.0,3.0,5,Manager,2,Divorced,17490.875,19196.0,4,Y,Yes,24.0,4,1,80.0,1,31.0,5,2,18.0,10.0,7.499999999999999,10.0
1243.0,34.0,1.0,Travel_Frequently,658.0,Research & Development,7.0,3,Life Sciences,1.0,1,Male,66.0,1.0,2,Laboratory Technician,3,Single,6074.0,22887.0,1,Y,Yes,24.0,4,4,80.0,0,9.0,3,3,9.0,7.0,2.220446049250313e-16,6.0
1244.0,34.0,0.0,Travel_Rarely,401.0,Research & Development,1.0,3,Life Sciences,1.0,4,Female,86.0,2.0,1,Laboratory Technician,2,Married,3294.0,3708.0,5,Y,No,17.0,3,1,80.0,1,7.0,2,2,5.0,4.0,2.220446049250313e-16,2.0
1245.0,42.0,0.0,Travel_Rarely,319.0,Research & Development,24.0,3,Medical,1.0,4,Male,56.0,3.0,3,Manufacturing Director,1,Married,7406.0,6950.0,1,Y,Yes,21.0,4,4,80.0,1,10.0,5,2,10.0,9.0,5.0,8.0
1249.0,30.0,0.0,Non-Travel,990.0,Research & Development,7.0,3,Technical Degree,1.0,3,Male,64.0,3.0,1,Research Scientist,3,Divorced,1274.0,7152.0,1,Y,No,13.0,3,2,80.0,2,1.0,2,2,1.0,0.0,2.220446049250313e-16,0.0
1251.0,50.0,0.0,Travel_Rarely,1452.0,Research & Development,11.0,3,Life Sciences,1.0,3,Female,53.0,3.0,5,Manager,2,Single,17490.875,17053.0,3,Y,No,15.0,3,2,80.0,0,21.0,5,3,5.0,4.0,4.0,4.0
1253.0,31.0,0.0,Travel_Rarely,1082.0,Research & Development,1.0,4,Medical,1.0,3,Male,87.0,3.0,1,Research Scientist,2,Single,2501.0,18775.0,1,Y,No,17.0,3,2,80.0,0,1.0,4,3,1.0,1.0,1.0,0.0
1255.0,41.0,0.0,Travel_Frequently,1200.0,Research & Development,22.0,3,Life Sciences,1.0,4,Female,75.0,3.0,2,Research Scientist,4,Divorced,5467.0,13953.0,3,Y,Yes,14.0,3,1,80.0,2,12.0,4,2,6.0,2.0,3.0,3.0
1257.0,41.0,0.0,Travel_Frequently,857.0,Research & Development,10.0,3,Life Sciences,1.0,4,Male,91.0,2.0,4,Manager,1,Divorced,17181.0,12888.0,4,Y,No,13.0,3,2,80.0,1,21.0,2,2,7.0,6.0,7.0,7.0
1258.0,52.0,0.0,Travel_Rarely,1053.0,Research & Development,1.0,2,Life Sciences,1.0,4,Male,70.0,3.0,4,Manager,4,Married,17099.0,13829.0,2,Y,No,15.0,3,2,80.0,1,26.0,2,2,9.0,8.0,7.0,8.0
1259.0,40.0,0.0,Travel_Rarely,523.0,Research & Development,2.0,3,Life Sciences,1.0,3,Male,98.0,3.0,2,Research Scientist,4,Single,4661.0,22455.0,1,Y,No,13.0,3,3,80.0,0,9.0,4,3,9.0,8.0,7.499999999999999,8.0
1260.0,49.0,0.0,Travel_Frequently,636.0,Research & Development,10.0,4,Life Sciences,1.0,3,Female,35.0,3.0,5,Research Director,1,Single,17490.875,25594.0,9,Y,Yes,11.0,3,4,80.0,0,22.0,4,3,3.0,2.0,1.0,2.0
1261.0,27.0,0.0,Travel_Rarely,205.0,Sales,10.0,3,Marketing,1.0,4,Female,98.0,2.0,2,Sales Executive,4,Married,5769.0,7100.000000000001,1,Y,Yes,11.0,3,4,80.0,0,6.0,3,3,6.0,2.0,4.0,4.0
1262.0,38.0,0.0,Travel_Rarely,371.00000000000006,Research & Development,2.0,3,Life Sciences,1.0,4,Male,45.0,3.0,1,Research Scientist,4,Single,3943.9999999999995,4306.0,5,Y,Yes,11.0,3,3,80.0,0,6.0,3,3,3.0,2.0,1.0,2.0
1263.0,51.0,0.0,Travel_Frequently,541.0,Sales,2.0,3,Marketing,1.0,2,Male,52.0,3.0,3,Sales Executive,2,Married,10596.0,15395.0,2,Y,No,11.0,3,2,80.0,0,14.0,5,3,4.0,2.0,3.0,2.0
1264.0,40.0,0.0,Travel_Rarely,896.0,Research & Development,2.0,3,Medical,1.0,3,Male,68.0,3.0,1,Research Scientist,3,Divorced,2345.0,8045.0,2,Y,No,14.0,3,3,80.0,1,8.0,3,4,3.0,1.0,1.0,2.0
1265.0,29.0,0.0,Travel_Rarely,1401.0,Research & Development,6.0,1,Medical,1.0,2,Female,54.0,3.0,1,Laboratory Technician,4,Married,3131.0,26342.0,1,Y,No,13.0,3,1,80.0,1,10.0,5,3,10.0,8.0,2.220446049250313e-16,8.0
1266.0,40.0,0.0,Travel_Rarely,658.0,Sales,10.0,4,Marketing,1.0,1,Male,67.0,2.0,3,Sales Executive,2,Divorced,9705.0,20652.0,2,Y,No,12.0,3,2,80.0,1,11.0,2,2,1.0,0.0,2.220446049250313e-16,0.0
1269.0,30.0,0.0,Travel_Rarely,317.0,Research & Development,2.0,3,Life Sciences,1.0,3,Female,43.0,1.0,2,Manufacturing Director,4,Single,6091.0,24793.0,2,Y,No,20.0,4,3,80.0,0,11.0,2,3,5.0,4.0,2.220446049250313e-16,2.0
1271.0,29.0,0.0,Travel_Rarely,232.0,Research & Development,19.0,3,Technical Degree,1.0,4,Male,34.0,3.0,2,Manufacturing Director,4,Divorced,4262.0,22645.0,4,Y,No,12.0,3,2,80.0,2,8.0,2,4,3.0,2.0,1.0,2.0
1272.0,35.0,0.0,Travel_Rarely,662.0,Sales,1.0,5,Marketing,1.0,3,Male,94.0,3.0,3,Sales Executive,2,Married,7295.0,11439.0,1,Y,No,13.0,3,1,80.0,2,10.0,3,3,10.0,8.0,2.220446049250313e-16,6.0
1273.0,45.0,0.0,Travel_Rarely,1234.0,Sales,11.0,2,Life Sciences,1.0,4,Female,90.0,3.0,4,Manager,4,Married,17490.875,5404.0,3,Y,No,13.0,3,2,80.0,1,26.0,4,4,9.0,3.0,1.0,1.0
1275.0,43.0,0.0,Travel_Frequently,1082.0,Research & Development,27.0,3,Life Sciences,1.0,3,Female,83.0,3.0,3,Manufacturing Director,1,Married,10820.0,11535.0,8,Y,No,11.0,3,3,80.0,1,18.0,1,3,8.0,7.0,2.220446049250313e-16,1.0
1277.0,47.0,0.0,Travel_Rarely,359.0,Research & Development,2.0,4,Medical,1.0,1,Female,82.0,3.0,4,Research Director,3,Married,17169.000000000004,26703.0,3,Y,No,19.0,3,2,80.0,2,26.0,2,4,18.0,14.5,5.0,6.0
1278.0,51.0,0.0,Travel_Rarely,1405.0,Research & Development,11.0,2,Technical Degree,1.0,4,Female,82.0,2.0,4,Manufacturing Director,2,Single,13142.0,24439.0,3,Y,No,16.0,3,2,80.0,0,29.0,1,2,5.0,2.0,2.220446049250313e-16,3.0
1279.0,46.0,0.0,Travel_Rarely,566.0,Research & Development,7.0,2,Medical,1.0,4,Male,75.0,3.0,3,Manufacturing Director,3,Divorced,10845.0,24208.0,6,Y,No,13.0,3,2,80.0,1,13.0,3,3,8.0,7.0,2.220446049250313e-16,7.0
1280.0,44.0,1.0,Travel_Rarely,1376.0,Human Resources,1.0,2,Medical,1.0,2,Male,91.0,2.0,3,Human Resources,1,Married,10482.0,2326.0,9,Y,No,14.0,3,4,80.0,1,24.0,1,3,18.0,6.0,3.0,6.0
